forge_id,content_type,category,title_or_question,difficulty,status
WAT0158,WAT,Sense of Responsibility,ARMY,Easy,approved
WAT0159,WAT,Effective Intelligence,EDUCATED,Medium,approved
WAT0160,WAT,Reasoning Ability,PROBLEM,Hard,approved
WAT0161,WAT,Effective Intelligence,READ,Easy,approved
WAT0162,WAT,Effective Intelligence,REMEMBER,Medium,approved
WAT0163,WAT,Sense of Responsibility,RIGHT,Easy,approved
WAT0164,WAT,Determination,SCORE,Medium,approved
WAT0165,WAT,Organising Ability,TASK,Medium,approved
WAT0166,WAT,Effective Intelligence,UNIVERSITY,Medium,approved
WAT0167,WAT,Courage,MACHINE GUN,Medium,approved
WAT0168,WAT,Social Adaptability,MODEL,Medium,approved
WAT0169,WAT,Social Adaptability,CHANGE,Medium,approved
WAT0170,WAT,Reasoning Ability,DOUBT,Hard,approved
WAT0171,WAT,Courage,HIDE,Hard,approved
WAT0172,WAT,Power of Expression,LETTER,Easy,approved
WAT0173,WAT,Social Adaptability,MODERN,Medium,approved
WAT0174,WAT,Effective Intelligence,RICH,Medium,approved
WAT0175,WAT,Reasoning Ability,ROGUE,Hard,approved
WAT0176,WAT,Sense of Responsibility,THIEF,Hard,approved
WAT0177,WAT,Organising Ability,TIDY,Easy,approved
WAT0178,WAT,Sense of Responsibility,DUTY,Easy,approved
WAT0179,WAT,Ability to Influence the Group,COMMAND,Medium,approved
WAT0180,WAT,Ability to Influence the Group,CONVINCE,Medium,approved
WAT0181,WAT,Liveliness,FUNNY,Easy,approved
WAT0182,WAT,Sense of Responsibility,HEADMASTER,Medium,approved
WAT0183,WAT,Social Adaptability,PRAISE,Medium,approved
WAT0184,WAT,Initiative,PREVENT,Medium,approved
WAT0185,WAT,Effective Intelligence,SCHOLARSHIP,Medium,approved
WAT0186,WAT,Cooperation,SELFLESS,Medium,approved
WAT0187,WAT,Sense of Responsibility,WELFARE,Medium,approved
WAT0188,WAT,Cooperation,BATCH,Easy,approved
WAT0189,WAT,Initiative,ACTION,Medium,approved
WAT0190,WAT,Self-Confidence,CONFIDENCE,Medium,approved
WAT0191,WAT,Speed of Decision,DASH,Easy,approved
WAT0192,WAT,Courage,DIE,Hard,approved
WAT0193,WAT,Reasoning Ability,EXPECT,Medium,approved
WAT0194,WAT,Determination,LITTLE,Easy,approved
WAT0195,WAT,Determination,LOSS,Hard,approved
WAT0196,WAT,Speed of Decision,MOVE,Easy,approved
WAT0197,WAT,Sense of Responsibility,MUST,Medium,approved
WAT0198,WAT,Liveliness,NOISE,Hard,approved
WAT0199,WAT,Organising Ability,OPERATION,Medium,approved
WAT0200,WAT,Determination,OVERCOME,Medium,approved
WAT0201,WAT,Determination,AMBITION,Medium,approved
WAT0202,WAT,Social Adaptability,BOARDER,Easy,approved
WAT0203,WAT,Sense of Responsibility,FAVOUR,Hard,approved
WAT0204,WAT,Courage,ATTACK,Hard,approved
WAT0205,WAT,Social Adaptability,ANGER,Hard,approved
WAT0206,WAT,Liveliness,CHILDHOOD,Easy,approved
WAT0207,WAT,Cooperation,HELPFUL,Medium,approved
WAT0208,WAT,Courage,COURAGE,Medium,approved
WAT0209,WAT,Reasoning Ability,BLUNDER,Hard,approved
WAT0210,WAT,Courage,HERO,Medium,approved
WAT0211,WAT,Social Adaptability,DISLIKE,Hard,approved
WAT0212,WAT,Sense of Responsibility,OBEDIENCE,Medium,approved
WAT0213,WAT,Determination,DOWN,Hard,approved
WAT0214,WAT,Sense of Responsibility,DISOBEY,Hard,approved
WAT0215,WAT,Ability to Influence the Group,POWER,Medium,approved
WAT0216,WAT,Determination,EFFORT,Medium,approved
WAT0217,WAT,Effective Intelligence,FIND,Easy,approved
WAT0218,WAT,Reasoning Ability,DISPUTE,Hard,approved
WAT0219,WAT,Courage,FEAR,Hard,approved
WAT0220,WAT,Initiative,MEND,Medium,approved
WAT0221,WAT,Social Adaptability,FEELINGS,Medium,approved
WAT0222,WAT,Liveliness,GOOD,Easy,approved
WAT0223,WAT,Sense of Responsibility,UNIFORM,Medium,approved
WAT0224,WAT,Courage,FIGHTING,Hard,approved
WAT0225,WAT,Effective Intelligence,PICTURE,Easy,approved
WAT0226,WAT,Liveliness,NAUGHTY,Easy,approved
WAT0227,WAT,Social Adaptability,BABY,Easy,approved
WAT0228,WAT,Determination,GOAL,Medium,approved
WAT0229,WAT,Reasoning Ability,PUZZLE,Medium,approved
WAT0230,WAT,Liveliness,CHARMING,Easy,approved
WAT0231,WAT,Effective Intelligence,QUALIFICATION,Medium,approved
WAT0232,WAT,Ability to Influence the Group,EXAMPLE,Medium,approved
WAT0233,WAT,Social Adaptability,IRRITATE,Hard,approved
WAT0234,WAT,Sense of Responsibility,STUDY,Easy,approved
WAT0235,WAT,Social Adaptability,ELECTION,Medium,approved
WAT0236,WAT,Determination,BETTER,Easy,approved
WAT0237,WAT,Social Adaptability,UNSOCIAL,Hard,approved
WAT0238,WAT,Ability to Influence the Group,GOVERN,Medium,approved
WAT0239,WAT,Social Adaptability,LOVE,Easy,approved
WAT0240,WAT,Initiative,MAKE,Easy,approved
WAT0241,WAT,Sense of Responsibility,DRINK,Hard,approved
WAT0242,WAT,Sense of Responsibility,GOVERNOR,Medium,approved
WAT0243,WAT,Self-Confidence,LUCK,Hard,approved
WAT0244,WAT,Reasoning Ability,CONSIDER,Medium,approved
WAT0245,WAT,Initiative,CREATE,Medium,approved
WAT0246,WAT,Liveliness,ROSE,Easy,approved
WAT0247,WAT,Effective Intelligence,BRAIN,Medium,approved
WAT0248,WAT,Self-Confidence,BRIGHT,Easy,approved
WAT0249,WAT,Effective Intelligence,AWARE,Medium,approved
WAT0250,WAT,Organising Ability,ARRANGE,Medium,approved
WAT0251,WAT,Sense of Responsibility,ACADEMY,Easy,approved
WAT0252,WAT,Effective Intelligence,ASTRONOMY,Medium,approved
WAT0253,WAT,Reasoning Ability,ASSUMPTION,Hard,approved
WAT0254,WAT,Self-Confidence,ABILITY,Medium,approved
WAT0255,WAT,Reasoning Ability,ANALYSIS,Medium,approved
WAT0256,WAT,Speed of Decision,ANSWER,Easy,approved
WAT0257,WAT,Organising Ability,PLACEMENT,Medium,approved
WAT0258,WAT,Effective Intelligence,JUPITER,Easy,approved
WAT0259,WAT,Social Adaptability,AFFECTION,Medium,approved
WAT0260,WAT,Determination,DEDICATE,Medium,approved
WAT0261,WAT,Social Adaptability,ATTACHMENT,Medium,approved
WAT0262,WAT,Cooperation,AMICABLE,Medium,approved
WAT0263,WAT,Sense of Responsibility,DONOR,Medium,approved
WAT0264,WAT,Liveliness,SATISFACTION,Medium,approved
WAT0265,WAT,Initiative,ADOPT,Medium,approved
WAT0266,WAT,Cooperation,ACCOMPANY,Medium,approved
WAT0267,WAT,Self-Confidence,FAITH,Medium,approved
WAT0268,WAT,Social Adaptability,ARROGANT,Hard,approved
WAT0269,WAT,Cooperation,FELLOW,Easy,approved
WAT0270,WAT,Liveliness,HAPPY,Easy,approved
WAT0271,WAT,Ability to Influence the Group,LEADER,Medium,approved
WAT0272,WAT,Liveliness,LIVELY,Easy,approved
WAT0273,WAT,Ability to Influence the Group,PERSUADE,Medium,approved
WAT0274,WAT,Liveliness,SMILE,Easy,approved
WAT0275,WAT,Sense of Responsibility,SUSPEND,Hard,approved
WAT0276,WAT,Courage,CHALLENGE,Medium,approved
WAT0277,WAT,Speed of Decision,DECISION,Medium,approved
WAT0278,WAT,Ability to Influence the Group,IMPRESS,Medium,approved
WAT0279,WAT,Initiative,INITIATIVE,Medium,approved
WAT0280,WAT,Sense of Responsibility,CONFESS,Hard,approved
WAT0281,WAT,Liveliness,CHEERFUL,Easy,approved
WAT0282,WAT,Courage,DANGER,Hard,approved
WAT0283,WAT,Determination,DETERMINE,Medium,approved
WAT0284,WAT,Stamina,PHYSICAL,Medium,approved
WAT0285,WAT,Effective Intelligence,ARTILLERY,Medium,approved
WAT0286,WAT,Practical Work Sense,AXE,Medium,approved
WAT0287,WAT,Courage,BRAVE,Medium,approved
WAT0288,WAT,Sense of Responsibility,KILL,Hard,approved
WAT0289,WAT,Courage,BOLD,Medium,approved
WAT0290,WAT,Initiative,JUMP,Easy,approved
WAT0291,WAT,Courage,BATTLE,Hard,approved
WAT0292,WAT,Effective Intelligence,INFANTRY,Medium,approved
WAT0293,WAT,Courage,BOMBER,Hard,approved
WAT0294,WAT,Determination,OBSTACLE,Medium,approved
WAT0295,WAT,Sense of Responsibility,DEFENCE,Medium,approved
WAT0296,WAT,Sense of Responsibility,RESPONSIBILITY,Medium,approved
WAT0297,WAT,Effective Intelligence,RESOURCEFUL,Medium,approved
WAT0298,WAT,Stamina,STAMINA,Medium,approved
WAT0299,WAT,Social Adaptability,DEMOCRACY,Medium,approved
WAT0300,WAT,Social Adaptability,SECULARISM,Hard,approved
SRT0001,SRT,Decision Making,supposing you are doing that and you're sending these messages on your WhatsApp group and you find there is no network in your phone what will you do,Medium,approved
SRT0002,SRT,Emergency,you start looking for that pamphlet you thought it was there in that bag of yours you find somebody's taking the bag,Medium,approved
SRT0003,SRT,Decision Making,by the time all this is happening it's about 11:30 in the night you go to the medicine shop it is closed,Medium,approved
SRT0004,SRT,Family,your mother is inside your house and telling your mother and your mother has called you what will you do,Low,approved
SRT0005,SRT,Ethics,"Your friend needs urgent money from you for his father’s operation and you found a purse full of money along with the ID of owner, you will:",Medium,approved
SRT0006,SRT,Leadership,"Your captain falls ill and the team is left with no leader, you will:",Medium,approved
SRT0007,SRT,Family,"You want to marry a girl/boy but your parents are not ready, you will:",High,approved
SRT0008,SRT,Emergency,"You fall ill before your exams, you will:",Low,approved
SRT0009,SRT,Decision Making,"You have to attend the marriage of a friend’s sister in another city, just one day before when you have to leave your other good friend arrives and tells he/she has to stay at your home and has some work in your city. You will:",High,approved
SRT0010,SRT,Emergency,In a moving train you see a thief snatch away a women’s purse and jump out of the train. You will:,High,approved
SRT0011,SRT,Leadership,While going on trekking in midway you come to know that the person responsible for bringing the food packets has forgot to bring. You being the leader of the group will:,Medium,approved
SRT0012,SRT,Social Responsibility,While going for exam you see an injured person lying on the road. You will:,High,approved
SRT0013,SRT,Decision Making,You are very successful and have many jealous people who you suspect are planning against you. You will:,Medium,approved
SRT0014,SRT,Emergency,"He and his friend are standing on a bridge over a river. His friend who does not know swimming, suddenly falls down.",High,approved
SRT0015,SRT,Decision Making,He and his brother have gone to a forest; they lose their way and it is becoming dark.,Medium,approved
SRT0016,SRT,Social Responsibility,"While going to attend an important meeting, he saw a ghastly accident between an auto rickshaw and a tonga.",High,approved
SRT0017,SRT,Ethics,"His father has fixed his marriage with a rich girl, but he is in love with his classmate. He has never disobeyed his father. His girlfriend on the other hand, says that if he does not marry her, she will commit suicide.",High,approved
SRT0018,SRT,Time Pressure,His exams are starting next week and he is not fully prepared. His father’s fast friend suddenly comes to the house and there is no one else to look after him.,Medium,approved
SRT0019,SRT,Emergency,"His parents have gone to their relatives, leaving him behind with his younger brother. After midnight, his younger brother develops very high fever and there is no medicine in the house. It is raining very heavily.",High,approved
SRT0020,SRT,Social Responsibility,"He was studying late in the night and at around 2 am, he sees a man’s shadow entering his neighbour’s house through the ventilator. His exam is starting the next day.",High,approved
SRT0021,SRT,Social Responsibility,Two groups are quarrelling over a religious problem. And he belongs to the minority group.,Medium,approved
SRT0022,SRT,Disaster Management,A fire broke out in the village due to a short circuit at night. He is the only electrician in the village.,High,approved
SRT0023,SRT,Decision Making,"While studying, he is taking tuitions side by side. But his parents and friends are advising him to leave the tuitions as he is not getting sufficient time to study for examinations. His financial condition is quite weak.",Medium,approved
SRT0024,SRT,Emergency,"While going on a boat in the river Ganga, he falls down in the fast currents. He does not know how to swim.",High,approved
SRT0025,SRT,Emergency,"He is in the bathroom and has latched the door and is about to take a bath. Suddenly, a black cobra comes through the drain and lies in front of him.",High,approved
SRT0026,SRT,Team Conflict,He finds that his girlfriend is moving with his rival.,Medium,approved
SRT0027,SRT,Decision Making,"While going for his exam, he finds a person who has just fallen down from a moving bus.",High,approved
SRT0028,SRT,Family,He returns late at night from NCC camp and his stepmother does not open the door of the house.,Medium,approved
SRT0029,SRT,Disaster Management,There is a flood in his village and many houses have fallen down. His house is about to collapse and it is late at night.,High,approved
SRT0030,SRT,Emergency,"Some persons are climbing a mountain, but one of them loses his grip on the rope and falls down.",High,approved
SRT0031,SRT,Disaster Management,"He has gone to the coastal area with a group of friends for sightseeing. Suddenly, a storm starts approaching. The tide is rising.",High,approved
SRT0032,SRT,Ethics,He is working in an organisation and one of his close friends in the same office is being harassed by his boss.,Medium,approved
SRT0033,SRT,Decision Making,His final degree exams are starting tomorrow and he also has a job call tomorrow. He is in great need of a job.,Medium,approved
SRT0034,SRT,Disaster Management,"He has arranged a party on his lawn and suddenly, it starts raining very heavily. He has a large number of guests, who have already arrived.",Medium,approved
SRT0035,SRT,Decision Making,He has arranged a party to please his boss on his promotion. The party is half way when someone close to him conveys some bad news.,Medium,approved
SRT0036,SRT,Family,"At a party hosted by him on his promotion, his boss gets annoyed due to the sarcastic remarks of his elder brother and he leaves the party without having a meal.",Medium,approved
SRT0037,SRT,Social Responsibility,"While going to college, he finds that a cyclist has been knocked down by a fast-moving car, but he could not note down the number of the car.",Medium,approved
SRT0038,SRT,Ethics,"At his friend’s marriage, his friend and his father got annoyed due to non-receipt of dowry. They both went away even after a lot of requests were made by all...",High,approved
SRT0039,SRT,Emergency,"He was taking his father for treatment in a wheelchair. While coming out of the house, he slipped on a banana peel and fractured his hip joint. It is raining heavily and no conveyance is available nearby.",High,approved
SRT0040,SRT,Social Responsibility,"In the cinema hall, he is sitting in the last row and watching the movie. Some bad elements are teasing a girl in the front row.",Medium,approved
SRT0041,SRT,Emergency,He is travelling in a taxi to catch a train. The taxi moving ahead of him throws out a person and drives away.,High,approved
SRT0042,SRT,Time Pressure,He has to go with his friend to play a hockey match in the city. His friend does not turn up and both tyres of his scooter are flat.,Medium,approved
SRT0043,SRT,Ethics,"He finds ten people quarrelling over a purse fallen from a bus. The police have reached the spot. On seeing the police, the others run away and he is found with the purse by the police. They take him to the police station.",High,approved
SRT0044,SRT,Time Pressure,"While going to attend the SSB, he loses all his belongings including his ticket and SSB papers in the train, when he went to the toilet. The destination is just 5 km away.",High,approved
SRT0045,SRT,Emergency,"While returning from a late show, he finds that two boys armed with a knife are molesting a girl and she is crying. The road is quite lonely.",High,approved
SRT0046,SRT,Ethics,"He has to deposit his exam fee after two days, but his friend demanded money today, as he needed it urgently. He is very poor.",Medium,approved
SRT0047,SRT,Emergency,"While climbing a mountain, he finds that one of his teammates has sprained his ankle and cannot move.",Medium,approved
SRT0048,SRT,Decision Making,"While going on a picnic on a cycle, his cycle gets punctured in a jungle and no help is readily available. All other cycles are already overloaded.",Medium,approved
SRT0049,SRT,Social Responsibility,"His friend is extremely poor, but good in studies. He can’t pay his fees. His own financial condition is also not very sound, but he wants to help his friend.",Medium,approved
SRT0050,SRT,Family,"His marriage has been fixed, but just a week prior to the marriage, the girl meets with an accident and loses one eye.",High,approved
SRT0051,SRT,Time Pressure,"He is to catch a train, but the coolie has disappeared with the baggage. The train is about to leave.",High,approved
SRT0052,SRT,Decision Making,"He lends some money to his friend. Now, he needs this money badly, but the friend is not in a position to pay.",Medium,approved
SRT0053,SRT,Leadership,"He is the leader of the hiking party, but due to some reasons, two persons of the party want to return halfway through the hike.",Medium,approved
SRT0054,SRT,Family,"His mother is seriously ill, but his boss has refused to give him leave.",High,approved
SRT0055,SRT,Family,"His parents have asked him to return early in the evening, but his friends want to celebrate a late evening party.",Low,approved
SRT0056,SRT,Military Context,"His brother is leaving for USA after one week, but he has to report for duty in an army unit deployed on the border area.",Medium,approved
SRT0057,SRT,Emergency,The river is in spate and the bridge over the river has been washed away. It is getting dark. He has to reach home with medicine for his aged mother who has a heart problem.,High,approved
SRT0058,SRT,Leadership,"He is the manager of a factory, facing serious labour problems. His sister’s marriage is after one week and he cannot leave the station.",High,approved
SRT0059,SRT,Leadership,"Two officers, under whom he is working, are not on good terms and hence, he is getting contradictory instructions.",Medium,approved
SRT0060,SRT,Ethics,"He is returning from a movie. On the way, he is stopped by the police and during the search of his scooter, two packets of charas are found.",High,approved
SRT0061,SRT,Emergency,"At midnight, two young persons enter his house and hold him at gunpoint. They need shelter for the night. Their clothes are blood-stained and they appear to have been involved in a murder.",High,approved
SRT0062,SRT,Decision Making,He went to Shimla on a pleasure trip. There he finds that all his items have been stolen.,Medium,approved
SRT0063,SRT,Emergency,The dacoits have sent a warning to the village headman to hand over 2 lakh or face consequences. The villagers cannot arrange even half of it. He happens to be the village headman’s son.,High,approved
SRT0064,SRT,Emergency,"While travelling in a bus at night, miscreants stop the bus. They start looting it and two persons start molesting two young girls. The miscreants are fully armed.",High,approved
SRT0065,SRT,Leadership,"He is contesting the college elections. But all the girls are with his opponent, who is utilising them to snatch his votes.",Medium,approved
SRT0066,SRT,Emergency,"At midnight, he hears a female voice close to his house. Apparently, she is in a terrified state.",High,approved
SRT0067,SRT,Leadership,The college students are about to call a strike and they want him to join them.,Medium,approved
SRT0068,SRT,Team Conflict,His best friend confronts him in front of everyone and accuses him of instigating his girlfriend against him.,Medium,approved
SRT0069,SRT,Decision Making,He has gone on a cycling expedition with six persons but two cycles have got punctured on a deserted/isolated patch.,Medium,approved
SRT0070,SRT,Decision Making,"His call for the SSB has come for the 10th of this month but on the same day, he has an interview with an MNC. His best friend is also getting married the same day.",Medium,approved
SRT0071,SRT,Social Responsibility,"In the SSB, he finds that no one is talking to him. Today is the first day.",Low,approved
SRT0072,SRT,Emergency,He has been kidnapped and taken to a jungle. The kidnappers have asked him to sign a note for his father to send 10 lakh as ransom.,High,approved
SRT0073,SRT,Team Conflict,Two of his best friends are quarrelling with each other.,Low,approved
SRT0074,SRT,Emergency,"In the train, two dacoits are looting everybody. They demanded his belongings also.",High,approved
SRT0075,SRT,Military Context,"In NCC camp on guard duty, he finds two strangers approaching the camp at night.",Medium,approved
SRT0076,SRT,Leadership,"He, as in-charge of the picnic, has gone halfway with the picnic party and finds that food packets and the music system have been left behind.",Medium,approved
SRT0077,SRT,Decision Making,He is staying in a rented accommodation with six other students. The landlady is quite rude to him only and has issued an ultimatum to him to vacate her accommodation.,Medium,approved
SRT0078,SRT,Emergency,"In the circus show, two lions go out of control and jump on the crowd.",High,approved
SRT0079,SRT,Ethics,"At an exhibition, a fake company is attracting crowds by false propaganda. He knows the reality.",Medium,approved
SRT0080,SRT,Family,His father has decided to change his will in the name of his younger brother.,Medium,approved
SRT0081,SRT,Ethics,"He and his girlfriend want to see a new movie, but the show is housefull. Tickets are available in black. His girlfriend insists on seeing the movie.",Low,approved
SRT0082,SRT,Time Pressure,There is a dispute between two of his friends and they want him as the mediator. He has to go out for some urgent work of his father.,Medium,approved
SRT0083,SRT,Emergency,His neighbour’s son has fallen into the river flowing nearby. He is not on talking terms with him. No adults are available to save the child.,High,approved
SRT0084,SRT,Time Pressure,"His mother has to go to a famous temple located in a lonely area, and he has to go for an exam. There is no one in the house and no other conveyance is available on the lonely road.",High,approved
SRT0085,SRT,Decision Making,He has to go to attend the SSB after two days at Bengaluru from Delhi but there is a railway strike.,Medium,approved
SRT0086,SRT,Emergency,"He has gone for a picnic with boys and girls in two buses. After the picnic was over at 3 pm, he found that all four tyres of one of the buses were punctured and the other bus driver was missing.",Medium,approved
SRT0087,SRT,Ethics,"At the railway station, he finds a beggar shivering with cold. He is going to meet his relative and is wearing only pants and a pullover.",Medium,approved
SRT0088,SRT,Leadership,"He wants to organise a cricket match at his college, but his opponent has approached the authorities for a hockey match.",Medium,approved
SRT0089,SRT,Emergency,"At the college gate, he finds an unclaimed bag. The bag contains explosives, but before he can take any action, people see him with the bag. They are suspecting him and hence want to take him to the police station.",High,approved
SRT0090,SRT,Emergency,He is driving down with his family members from a hill station and the brakes of the vehicle fail.,High,approved
SRT0091,SRT,Emergency,"His sister has gone to meet her friend in Nagaland. The friend came to receive her at the bus stop. The friend picked up his sister’s suitcase and went ahead. His sister was enjoying the beauty of the place. In the meanwhile, she saw 50 Nagas approach her. They were barely 20 yards away.",High,approved
SRT0092,SRT,Leadership,"While delivering a lecture, he finds the audience is not showing any interest.",Medium,approved
SRT0093,SRT,Decision Making,"He cannot find any job due to massive unemployment. But he is still keen on finding a job and working. His father asks him to join his business, which he has refused many times earlier.",Medium,approved
SRT0094,SRT,Ethics,"In a drought-affected area, the relief is coming but not reaching the affected persons. He is a social worker.",High,approved
SRT0095,SRT,Emergency,"He is walking on the street and suddenly finds that his sister’s chain has been snatched and his purse is stolen. Before he could decide on any course of action, one lady has been stabbed and her car has collided with an auto rickshaw. Two people are injured seriously.",High,approved
SRT0096,SRT,Emergency,"His team is to play a match after five minutes, but the players do not seem to be in good shape. During the interval he comes to know that most of the players were given toxic material in sweets just before the start of the match by his opponent.",High,approved
SRT0097,SRT,Emergency,He is going in a boat alone. He finds a person struggling and is about to drown. He is not a very good swimmer.,High,approved
SRT0098,SRT,Disaster Management,A fire breaks out in the neighbourhood. He sees enough people are already fighting the fire.,Medium,approved
SRT0099,SRT,Team Conflict,"If, in a group, his opinion differs from that of other members, he...",Low,approved
SRT0100,SRT,Ethics,"The vice chancellor is to visit his college to preside over a function. He was asked to make arrangements for it. But now, the charge is being given to another person.",Medium,approved
SRT0101,SRT,Military Context,"During an army attachment camp, his batch of volunteers declared a strike because of the rude behaviour of a Junior Commissioned Officer and so he...",High,approved
SRT0102,SRT,Leadership,"He was a member of the cricket team and once, the captain did not turn up for the match.",Medium,approved
SRT0103,SRT,Leadership,"His captain was injured before a crucial match, he was asked to lead the match.",Medium,approved
SRT0104,SRT,Decision Making,He was on his way to home and suddenly it started raining heavily.,Low,approved
SRT0105,SRT,Family,His brother wants to get admission in a medical college but his marks falls short by 1% for admission.,Medium,approved
SRT0106,SRT,Emergency,He has to go to a city with cash for work but the way is dangerous because of dacoits.,High,approved
SRT0107,SRT,Emergency,He was travelling by a train & suddenly a person snatches purse from lady & jumps out of train.,High,approved
SRT0108,SRT,Decision Making,"He is going to sign a contract, suddenly he got news that one of his friend who had helped him once, met an accident and is in ICU.",High,approved
SRT0109,SRT,Decision Making,He had boarded a wrong train and came to know only when he was asked to pay money to TT.,Medium,approved
SRT0110,SRT,Team Conflict,He saw his girlfriend walking with another person on his way.,Low,approved
SRT0111,SRT,Ethics,He was driving the bike without helmet and the traffic police caught him.,Low,approved
SRT0112,SRT,Emergency,He was in charge of wireless board in a sailing ship which lost its communication with the coast.,High,approved
SRT0113,SRT,Team Conflict,He went for the picnic with his friends and on the way he had hot arguments with them.,Medium,approved
SRT0114,SRT,Ethics,"There is a person who sells smuggled goods. He too, like many others, have purchased a wristwatch from him. But it doesn't work.",Medium,approved
SRT0115,SRT,Decision Making,He urgently needed money.,Low,approved
SRT0116,SRT,Time Pressure,He is getting late in reaching meeting.,Low,approved
SRT0117,SRT,Team Conflict,He find his hostel roommate not very friendly with him.,Low,approved
SRT0118,SRT,Family,His mom is seriously ill and his boss doesn't grant leave.,High,approved
SRT0119,SRT,Ethics,His friend was copying from book in examination hall.,Medium,approved
SRT0120,SRT,Emergency,"During a trekking trip, he was left alone in the jungle.",High,approved
SRT0121,SRT,Decision Making,"He was weak in studies, and knew that he could not do well in his education.",Low,approved
SRT0122,SRT,Emergency,He was playing outdoor and his brother got seriously injured and it started to rain heavily.,High,approved
SRT0123,SRT,Disaster Management,He had exams the next day & the road to his school was flooded with continuous rain for last two days.,Medium,approved
SRT0124,SRT,Emergency,He was walking on a dark street with his girlfriend then suddenly 10 armed people came & started harassing his girlfriend. The next police station was 10 km away.,High,approved
SRT0125,SRT,Team Conflict,His friend was always quarrelling with him and the papers were near.,Low,approved
SRT0126,SRT,Time Pressure,"His boss gives a piece of work and orders him to follow his instructions to complete the work, but the work is difficult to finish within time.",Medium,approved
SRT0127,SRT,Emergency,"He saw a snake moving near to the bed while his younger brother was sleeping, when he enters his room.",High,approved
SRT0128,SRT,Military Context,He received an urgent order from his commander. But he feel that order passed on to him is wrong.,High,approved
SRT0129,SRT,Emergency,He is driving a car on highway at full speed suddenly brakes fail.,High,approved
SRT0130,SRT,Team Conflict,His joke was well meant but still his friend became angry.,Low,approved
SRT0131,SRT,Team Conflict,In free period he wanted to study but his friends were continuously disturbing him.,Low,approved
SRT0132,SRT,Team Conflict,In a fit of anger his friend hit him.,Medium,approved
SRT0133,SRT,Emergency,While hunting he and his brother lost way in dark (night) in jungle and he has no light.,High,approved
SRT0134,SRT,Leadership,He is serving under two senior officers who always give conflicting orders.,Medium,approved
SRT0135,SRT,Leadership,Generally people don't listen to his argument.,Medium,approved
SRT0136,SRT,Time Pressure,He went to library for a very urgent book and found that all its copies were already issued to others.,Low,approved
SRT0137,SRT,Decision Making,He was not getting enough salary for his job.,Low,approved
SRT0138,SRT,Emergency,The sea was very rough and it was night. Ship duty officer fell in sea while taking a round.,High,approved
SRT0139,SRT,Emergency,The tractor dashed against a fast moving truck and the driver were thrown off into ditches. He was just away from it.,High,approved
SRT0140,SRT,Ethics,As monitor of his class he had to put up the names of those who had not done their homework. His friend was also a culprit.,Medium,approved
SRT0141,SRT,Family,His father needed treatment and he was short of money.,Medium,approved
SRT0142,SRT,Family,He returns late in night from NCC camp. His step mother did not allowed him to enter the house.,Medium,approved
SRT0143,SRT,Emergency,On opening the door of his bathroom in his room he finds a big snake hanging from the ceiling.,High,approved
SRT0144,SRT,Emergency,All his family members are ill and his father is out of town. There is no money in the home.,High,approved
SRT0145,SRT,Family,He was forced by his father to join the Railways but he was really not of his interest.,Medium,approved
SRT0146,SRT,Team Conflict,They decide to give a treat to their retiring professor. He wants to give a dinner party whilies his friends want just a tea-party.,Low,approved
SRT0147,SRT,Leadership,The leader of his trekking team decides to take a longer route when time is running out.,Medium,approved
SRT0148,SRT,Emergency,"They are climbing a steep wall with help of ropes & some of them reach the top, when the rope gives away.",High,approved
SRT0149,SRT,Team Conflict,His friends' are having heated arguments over a point.,Low,approved
SRT0150,SRT,Family,He is in final year BA and his father lost the job and his family facing money problems.,High,approved
SRT0151,SRT,Social Responsibility,He is going to market with his sister and some boys start doing mischief with his sister.,Medium,approved
SRT0152,SRT,Emergency,He are walking down the road one fine afternoon and a man steals a lady's hand bag and in the process stabs the lady.,High,approved
PI0001,Personal Interview,Self Introduction,Tell me how do you travel from your home to here,Medium,approved
PI0002,Personal Interview,Self Introduction,Talk to me a little more about your daily routine on a typical working day which could be Monday to Friday or Monday to Saturday and how is that routine different on a Sunday or a holiday,Medium,approved
PI0003,Personal Interview,Self Introduction,How do you think you performed what is your experience like,Medium,approved
PI0004,Personal Interview,Self Introduction,Tell me something about yourself?,Medium,approved
PI0005,Personal Interview,Self Introduction,What is the meaning of your name?,Medium,approved
PI0006,Personal Interview,Self Introduction,Which is your native place?,Medium,approved
PI0007,Personal Interview,Self Introduction,Tell me something about your home town.,Medium,approved
PI0008,Personal Interview,Self Introduction,What are the population/ language/ important features/ tourist places of your place?,Medium,approved
PI0009,Personal Interview,Self Introduction,What things do you like about your native place?,Medium,approved
PI0010,Personal Interview,Self Introduction,How would you describe yourself?,Medium,approved
PI0011,Personal Interview,Self Introduction,"What is the meaning of your name, good and bad qualities of family members, your strengths weaknesses etc.?",Medium,approved
PI0012,Personal Interview,Self Introduction,Does taking coaching or following a website dedicated to SSB helps?,Medium,approved
PI0013,Personal Interview,Self Introduction,What do you do to keep yourself fit? If run/jog then calculate the speed.,Medium,approved
PI0014,Personal Interview,Self Introduction,"Are you in a relationship? If yes then how intimate if no then why, are you homosexual?",Medium,approved
PI0015,Personal Interview,Self Introduction,What kind of guy/girl would you like to marry?,Medium,approved
PI0016,Personal Interview,Self Introduction,Suppose if God appears in front of you and asks you to change something from your past what will you wish for?,Medium,approved
